Customer_ID,Customer_Name,Customer_Segment,Customer_Area,City,State
CUST10381,Customer 0381,Consumer,Nallagandla,Hyderabad,Telangana
CUST10382,Customer 0382,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10383,Customer 0383,Consumer,Ameerpet,Hyderabad,Telangana
CUST10384,Customer 0384,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10385,Customer 0385,Consumer,Nallagandla,Hyderabad,Telangana
CUST10386,Customer 0386,Consumer,Tarnaka,Hyderabad,Telangana
CUST10387,Customer 0387,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10388,Customer 0388,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10389,Customer 0389,Enterprise,Banjara Hills,Hyderabad,Telangana
CUST10390,Customer 0390,Enterprise,Nallagandla,Hyderabad,Telangana
CUST10391,Customer 0391,Consumer,Nallagandla,Hyderabad,Telangana
CUST10392,Customer 0392,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10393,Customer 0393,Consumer,Kondapur,Hyderabad,Telangana
CUST10394,Customer 0394,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10395,Customer 0395,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10396,Customer 0396,Consumer,Tarnaka,Hyderabad,Telangana
CUST10397,Customer 0397,Consumer,Gachibowli,Hyderabad,Telangana
CUST10398,Customer 0398,Consumer,Madhapur,Hyderabad,Telangana
CUST10399,Customer 0399,SMB,Attapur,Hyderabad,Telangana
CUST10400,Customer 0400,SMB,Gachibowli,Hyderabad,Telangana
CUST10401,Customer 0401,SMB,Manikonda,Hyderabad,Telangana
CUST10402,Customer 0402,Consumer,Kukatpally,Hyderabad,Telangana
CUST10403,Customer 0403,Consumer,Nallagandla,Hyderabad,Telangana
CUST10404,Customer 0404,Consumer,Tarnaka,Hyderabad,Telangana
CUST10405,Customer 0405,Consumer,Kondapur,Hyderabad,Telangana
CUST10406,Customer 0406,Consumer,Attapur,Hyderabad,Telangana
CUST10407,Customer 0407,Consumer,Kondapur,Hyderabad,Telangana
CUST10408,Customer 0408,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10409,Customer 0409,SMB,Miyapur,Hyderabad,Telangana
CUST10410,Customer 0410,SMB,Kondapur,Hyderabad,Telangana
CUST10411,Customer 0411,Enterprise,Nallagandla,Hyderabad,Telangana
CUST10412,Customer 0412,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10413,Customer 0413,SMB,Kondapur,Hyderabad,Telangana
CUST10414,Customer 0414,SMB,Kompally,Hyderabad,Telangana
CUST10415,Customer 0415,Consumer,Ameerpet,Hyderabad,Telangana
CUST10416,Customer 0416,SMB,Madhapur,Hyderabad,Telangana
CUST10417,Customer 0417,Consumer,Gachibowli,Hyderabad,Telangana
CUST10418,Customer 0418,Enterprise,Nallagandla,Hyderabad,Telangana
CUST10419,Customer 0419,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10420,Customer 0420,SMB,Jubilee Hills,Hyderabad,Telangana
CUST10421,Customer 0421,Consumer,Ameerpet,Hyderabad,Telangana
CUST10422,Customer 0422,Consumer,Secunderabad,Hyderabad,Telangana
CUST10423,Customer 0423,SMB,Tarnaka,Hyderabad,Telangana
CUST10424,Customer 0424,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10425,Customer 0425,Consumer,Tarnaka,Hyderabad,Telangana
CUST10426,Customer 0426,SMB,Uppal,Hyderabad,Telangana
CUST10427,Customer 0427,Enterprise,Tarnaka,Hyderabad,Telangana
CUST10428,Customer 0428,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10429,Customer 0429,Enterprise,Miyapur,Hyderabad,Telangana
CUST10430,Customer 0430,Consumer,Ameerpet,Hyderabad,Telangana
CUST10431,Customer 0431,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10432,Customer 0432,Enterprise,Manikonda,Hyderabad,Telangana
CUST10433,Customer 0433,Consumer,Manikonda,Hyderabad,Telangana
CUST10434,Customer 0434,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10435,Customer 0435,Consumer,Begumpet,Hyderabad,Telangana
CUST10436,Customer 0436,SMB,Jubilee Hills,Hyderabad,Telangana
CUST10437,Customer 0437,Consumer,Kondapur,Hyderabad,Telangana
CUST10438,Customer 0438,SMB,Kompally,Hyderabad,Telangana
CUST10439,Customer 0439,Consumer,Uppal,Hyderabad,Telangana
CUST10440,Customer 0440,Consumer,Gachibowli,Hyderabad,Telangana
CUST10441,Customer 0441,Consumer,Kukatpally,Hyderabad,Telangana
CUST10442,Customer 0442,SMB,Gachibowli,Hyderabad,Telangana
CUST10443,Customer 0443,Consumer,HITEC City,Hyderabad,Telangana
CUST10444,Customer 0444,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10445,Customer 0445,Consumer,Secunderabad,Hyderabad,Telangana
CUST10446,Customer 0446,Consumer,Gachibowli,Hyderabad,Telangana
CUST10447,Customer 0447,Consumer,Mehdipatnam,Hyderabad,Telangana
CUST10448,Customer 0448,SMB,Ameerpet,Hyderabad,Telangana
CUST10449,Customer 0449,Enterprise,HITEC City,Hyderabad,Telangana
CUST10450,Customer 0450,Consumer,LB Nagar,Hyderabad,Telangana
CUST10451,Customer 0451,Consumer,Kompally,Hyderabad,Telangana
CUST10452,Customer 0452,Consumer,HITEC City,Hyderabad,Telangana
CUST10453,Customer 0453,Consumer,Kondapur,Hyderabad,Telangana
CUST10454,Customer 0454,Consumer,Madhapur,Hyderabad,Telangana
CUST10455,Customer 0455,Consumer,Attapur,Hyderabad,Telangana
CUST10456,Customer 0456,Enterprise,Kondapur,Hyderabad,Telangana
CUST10457,Customer 0457,Consumer,Ameerpet,Hyderabad,Telangana
CUST10458,Customer 0458,SMB,Uppal,Hyderabad,Telangana
CUST10459,Customer 0459,SMB,Tarnaka,Hyderabad,Telangana
CUST10460,Customer 0460,Consumer,Kukatpally,Hyderabad,Telangana
CUST10461,Customer 0461,Consumer,LB Nagar,Hyderabad,Telangana
CUST10462,Customer 0462,Consumer,Nallagandla,Hyderabad,Telangana
CUST10463,Customer 0463,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10464,Customer 0464,Consumer,Miyapur,Hyderabad,Telangana
CUST10465,Customer 0465,Consumer,Manikonda,Hyderabad,Telangana
CUST10466,Customer 0466,Enterprise,Banjara Hills,Hyderabad,Telangana
CUST10467,Customer 0467,Consumer,Secunderabad,Hyderabad,Telangana
CUST10468,Customer 0468,Consumer,Kompally,Hyderabad,Telangana
CUST10469,Customer 0469,Consumer,LB Nagar,Hyderabad,Telangana
CUST10470,Customer 0470,Consumer,Secunderabad,Hyderabad,Telangana
CUST10471,Customer 0471,Consumer,Dilsukhnagar,Hyderabad,Telangana
CUST10472,Customer 0472,Consumer,Jubilee Hills,Hyderabad,Telangana
CUST10473,Customer 0473,Consumer,Kukatpally,Hyderabad,Telangana
CUST10474,Customer 0474,Consumer,LB Nagar,Hyderabad,Telangana
CUST10475,Customer 0475,Consumer,Banjara Hills,Hyderabad,Telangana
CUST10476,Customer 0476,Enterprise,Banjara Hills,Hyderabad,Telangana
CUST10477,Customer 0477,Consumer,Kondapur,Hyderabad,Telangana
CUST10478,Customer 0478,Consumer,Kondapur,Hyderabad,Telangana
CUST10479,Customer 0479,Enterprise,Nallagandla,Hyderabad,Telangana
CUST10480,Customer 0480,Consumer,Kondapur,Hyderabad,Telangana
CUST10481,Customer 0481,Consumer,Begumpet,Hyderabad,Telangana
CUST10482,Customer 0482,Consumer,Secunderabad,Hyderabad,Telangana
CUST10483,Customer 0483,Consumer,Tarnaka,Hyderabad,Telangana
CUST10484,Customer 0484,Enterprise,HITEC City,Hyderabad,Telangana
CUST10485,Customer 0485,SMB,Attapur,Hyderabad,Telangana
CUST10486,Customer 0486,Consumer,Begumpet,Hyderabad,Telangana
CUST10487,Customer 0487,SMB,Miyapur,Hyderabad,Telangana
CUST10488,Customer 0488,Consumer,Manikonda,Hyderabad,Telangana
CUST10489,Customer 0489,Consumer,Ameerpet,Hyderabad,Telangana
CUST10490,Customer 0490,Consumer,Kondapur,Hyderabad,Telangana
CUST10491,Customer 0491,Consumer,Madhapur,Hyderabad,Telangana
CUST10492,Customer 0492,Consumer,LB Nagar,Hyderabad,Telangana
CUST10493,Customer 0493,SMB,Ameerpet,Hyderabad,Telangana
CUST10494,Customer 0494,Consumer,Ameerpet,Hyderabad,Telangana
CUST10495,Customer 0495,Consumer,Miyapur,Hyderabad,Telangana
CUST10496,Customer 0496,Consumer,Kukatpally,Hyderabad,Telangana
CUST10497,Customer 0497,SMB,HITEC City,Hyderabad,Telangana
CUST10498,Customer 0498,Consumer,Gachibowli,Hyderabad,Telangana
CUST10499,Customer 0499,Consumer,Secunderabad,Hyderabad,Telangana
CUST10500,Customer 0500,SMB,Miyapur,Hyderabad,Telangana
